probability,subfield_name,field_name,domain_name
0.00052446371211471,Ceramics and Composites,Materials Science,Physical Sciences
0.00394279108923005,"Electronic, Optical and Magnetic Materials",Materials Science,Physical Sciences
0.017479141062842513,Materials Chemistry,Materials Science,Physical Sciences
0.0002895324566705685,Metals and Alloys,Materials Science,Physical Sciences
0.0028084009152549183,Polymers and Plastics,Materials Science,Physical Sciences
0.0010267399795838986,"Surfaces, Coatings and Films",Materials Science,Physical Sciences
0.000847962133427805,Algebra and Number Theory,Mathematics,Physical Sciences
0.0021130117036487848,Applied Mathematics,Mathematics,Physical Sciences
0.00013065939624584783,Computational Mathematics,Mathematics,Physical Sciences
0.0005196244752167156,Discrete Mathematics and Combinatorics,Mathematics,Physical Sciences
0.0021509038416236462,Geometry and Topology,Mathematics,Physical Sciences
0.0016539233428352815,Mathematical Physics,Mathematics,Physical Sciences
0.0021409514487579595,Modeling and Simulation,Mathematics,Physical Sciences
0.0005742256764431426,Numerical Analysis,Mathematics,Physical Sciences
0.0031702480063257044,Statistics and Probability,Mathematics,Physical Sciences
0.0002602231162129045,Theoretical Computer Science,Mathematics,Physical Sciences
0.00017859523344296183,Anatomy,Medicine,Health Sciences
0.0015271901199217688,Anesthesiology and Pain Medicine,Medicine,Health Sciences
0.0010756801867032378,Biochemistry,Medicine,Health Sciences
0.014590664472879274,Cardiology and Cardiovascular Medicine,Medicine,Health Sciences
0.001730438069637532,Critical Care and Intensive Care Medicine,Medicine,Health Sciences
0.002024627150492963,Complementary and alternative medicine,Medicine,Health Sciences
0.003252971565374438,Dermatology,Medicine,Health Sciences
0.003702016226965689,Emergency Medicine,Medicine,Health Sciences
0.0065973407936713736,"Endocrinology, Diabetes and Metabolism",Medicine,Health Sciences
0.018334225092082462,Epidemiology,Medicine,Health Sciences
0.00048018012918023327,Family Practice,Medicine,Health Sciences
0.0017588343465295368,Gastroenterology,Medicine,Health Sciences
0.003911838234354199,Genetics,Medicine,Health Sciences
0.0015429861196076748,Geriatrics and Gerontology,Medicine,Health Sciences
0.00028250186721499176,Health Informatics,Medicine,Health Sciences
0.004238167152720838,Hematology,Medicine,Health Sciences
0.002775439320534617,Hepatology,Medicine,Health Sciences
0.001107637411501314,Immunology and Allergy,Medicine,Health Sciences
0.0011210594459165057,Internal Medicine,Medicine,Health Sciences
0.010344371054424067,Infectious Diseases,Medicine,Health Sciences
0.00014316836709538046,Microbiology,Medicine,Health Sciences
0.0027032159924909654,Nephrology,Medicine,Health Sciences
0.007763414273374884,Neurology,Medicine,Health Sciences
0.004277976724183584,Obstetrics and Gynecology,Medicine,Health Sciences
0.015146446265296097,Oncology,Medicine,Health Sciences
0.004191600910872213,Ophthalmology,Medicine,Health Sciences
0.0030113749459009837,Orthopedics and Sports Medicine,Medicine,Health Sciences
0.0015995047543219865,Otorhinolaryngology,Medicine,Health Sciences
0.006812093344314444,Pathology and Forensic Medicine,Medicine,Health Sciences
0.006477638160213438,"Pediatrics, Perinatology and Child Health",Medicine,Health Sciences
0.005011623299190843,Pharmacology,Medicine,Health Sciences
0.01256156331091458,Physiology,Medicine,Health Sciences
0.007166635926859956,Psychiatry and Mental health,Medicine,Health Sciences
0.01729406307808337,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences
0.020526034181447644,Pulmonary and Respiratory Medicine,Medicine,Health Sciences
0.011912192503017675,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
0.0020996809755901586,Rehabilitation,Medicine,Health Sciences
0.002956865051031123,Reproductive Medicine,Medicine,Health Sciences
0.00575339613993247,Rheumatology,Medicine,Health Sciences
0.03158688621584457,Surgery,Medicine,Health Sciences
0.0006346704844897893,Transplantation,Medicine,Health Sciences
0.001546729680226878,Urology,Medicine,Health Sciences
0.0005452815614117424,Behavioral Neuroscience,Neuroscience,Life Sciences
0.00044986641880034406,Biological Psychiatry,Neuroscience,Life Sciences
0.004151973952122599,Cellular and Molecular Neuroscience,Neuroscience,Life Sciences
0.011059299826335309,Cognitive Neuroscience,Neuroscience,Life Sciences
0.0005261072265328968,Developmental Neuroscience,Neuroscience,Life Sciences
0.0011579472139691422,Endocrine and Autonomic Systems,Neuroscience,Life Sciences
0.0027837481989821168,Neurology,Neuroscience,Life Sciences
0.0011436121159882908,Sensory Systems,Neuroscience,Life Sciences
0.000243605359317905,"Issues, ethics and legal aspects",Nursing,Health Sciences
0.00018617366103793414,Leadership and Management,Nursing,Health Sciences
0.00433193878091405,Nutrition and Dietetics,Nursing,Health Sciences
0.00012308096865087554,Research and Theory,Nursing,Health Sciences
0.0012907066564160064,Pharmaceutical Science,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
0.0016916328680970111,Pharmacology,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
0.0005041023946005073,Toxicology,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
0.00011595907283873288,Acoustics and Ultrasonics,Physics and Astronomy,Physical Sciences
0.006329630556220063,Astronomy and Astrophysics,Physics and Astronomy,Physical Sciences
0.0019771478450786788,Condensed Matter Physics,Physics and Astronomy,Physical Sciences
0.0003380161320070781,Instrumentation,Physics and Astronomy,Physical Sciences
0.003981778903483703,Nuclear and High Energy Physics,Physics and Astronomy,Physical Sciences
0.007800941185923482,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences
0.0020386883294041163,Radiation,Physics and Astronomy,Physical Sciences
0.0031169250940912005,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences
0.00015686432058027017,General Psychology,Psychology,Social Sciences
0.0013714214756202897,Applied Psychology,Psychology,Social Sciences
0.013764615865027292,Clinical Psychology,Psychology,Social Sciences
0.00435841762431817,Developmental and Educational Psychology,Psychology,Social Sciences
0.005521386687898438,Experimental and Cognitive Psychology,Psychology,Social Sciences
0.00037225601571930233,Neuropsychology and Physiological Psychology,Psychology,Social Sciences
0.010316979147454287,Social Psychology,Psychology,Social Sciences
0.0007819476376306366,General Social Sciences,Social Sciences,Social Sciences
9.514122354170052e-05,Archeology,Social Sciences,Social Sciences
0.0006892716857162162,Development,Social Sciences,Social Sciences
0.015670727364697677,Education,Social Sciences,Social Sciences
0.0014816282479953688,"Geography, Planning and Development",Social Sciences,Social Sciences
0.004185026853199466,Health,Social Sciences,Social Sciences
0.0002510924805563114,Human Factors and Ergonomics,Social Sciences,Social Sciences
0.003390661551075863,Law,Social Sciences,Social Sciences
0.0003932564777294666,Library and Information Sciences,Social Sciences,Social Sciences
0.001111563584833649,Linguistics and Language,Social Sciences,Social Sciences
0.0027506039915486838,Safety Research,Social Sciences,Social Sciences
0.03291037185426775,Sociology and Political Science,Social Sciences,Social Sciences
0.0016282662566402548,Transportation,Social Sciences,Social Sciences
0.003222931774064247,Anthropology,Social Sciences,Social Sciences
0.00302424914217678,Communication,Social Sciences,Social Sciences
0.0026234142368523413,Cultural Studies,Social Sciences,Social Sciences
0.002939242924213898,Demography,Social Sciences,Social Sciences
0.0044942814828882755,Gender Studies,Social Sciences,Social Sciences
0.0001377812920579905,Life-span and Life-course Studies,Social Sciences,Social Sciences
0.01606672303312412,Political Science and International Relations,Social Sciences,Social Sciences
0.0009662951715372521,Public Administration,Social Sciences,Social Sciences
0.002148712489066064,Urban Studies,Social Sciences,Social Sciences
0.0002470750008674104,Equine,Veterinary,Health Sciences
0.0013234856384231758,Small Animals,Veterinary,Health Sciences
0.00043562262717605874,General Dentistry,Dentistry,Health Sciences
0.0019147856035441476,Oral Surgery,Dentistry,Health Sciences
0.001118320255219528,Orthodontics,Dentistry,Health Sciences
0.0014037439258446295,Periodontics,Dentistry,Health Sciences
0.014406773470755488,General Health Professions,Health Professions,Health Sciences
0.0003230418895302653,Complementary and Manual Therapy,Health Professions,Health Sciences
0.002434775304187127,Emergency Medical Services,Health Professions,Health Sciences
0.0013133506328443575,Health Information Management,Health Professions,Health Sciences
0.0001985000191743349,Medical Laboratory Technology,Health Professions,Health Sciences
1.9083028522279665e-05,Medical Terminology,Health Professions,Health Sciences
0.0008680495318723098,Occupational Therapy,Health Professions,Health Sciences
0.0010041873095121136,Pharmacy,Health Professions,Health Sciences
0.0012387533395299914,"Physical Therapy, Sports Therapy and Rehabilitation",Health Professions,Health Sciences
0.0013076896387372696,Radiological and Ultrasound Technology,Health Professions,Health Sciences
0.0019508516143876904,Speech and Hearing,Health Professions,Health Sciences
6.665364029312993e-06,Drug Discovery,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
